timestamp,ref,pkg,name,ns_op,bytes_op,allocs_op
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,412.9,48,1
20260829T175319Z,nogit,./internal/utils,BenchmarkNewUUID-10,413.3,48,1
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,271634,478,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,283008,472,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,288385,471,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,274891,456,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,285781,465,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_SaveFile-10,289356,464,6
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,105180,363,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,106045,363,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,105717,362,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,105386,361,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,105840,362,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_GetSavedFile-10,105913,362,4
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,256982,107728,35
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,254354,107728,35
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,254610,107728,35
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,254122,107729,35
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,253909,107728,35
20260829T175740Z,nogit,./internal/spiff_fs,BenchmarkFS_CompareFiles-10,252810,107728,35
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,291891,6713,26
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,289097,6731,26
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,276114,6719,26
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,284338,6727,26
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,284764,6726,26
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkUploadHandler-10,285357,6697,26
